"date","state","count_type","state_name","Total_count","White_count","Black_count","Asian_count","AIAN_count","NHPI_count","Multiracial_count","Other_count","Latinx_count","Total_prop","White_prop","Black_prop","Asian_prop","AIAN_prop","NHPI_prop","Multiracial_prop","Other_prop","Latinx_prop","Total_population","White_population","Black_population","Asian_population","AIAN_population","NHPI_population","Multiracial_population","Other_population","Latinx_population"
2021-03-07,"KS","Hosp","Kansas",9387,7118,752,173,67,NA,NA,623,NA,0.00282699836138297,0.00320275442279778,0.00445473878762388,0.00200526236481866,0.00216163897402807,NA,NA,0.00428408356369738,NA,3320483,2222462,168809,86273,30995,NA,NA,145422,NA
2021-03-07,"KS","Tests","Kansas",1270547,806291,61246,24634,8140,NA,NA,45244,NA,0.382639212427831,0.362791804764266,0.362812409290974,0.285535451415854,0.262623003710276,NA,NA,0.311122113572912,NA,3320483,2222462,168809,86273,30995,NA,NA,145422,NA
2021-03-07,"KY","Cases","Kentucky",410709,286431,26883,3680,833,374,16253,NA,NA,0.0871311011118678,0.077179034364126,0.0741769839715024,0.0494450863945395,0.0650730411686587,0.101602825319207,0.0663821271034145,NA,NA,4713690,3711254,362417,74426,12801,3681,244840,NA,NA
2021-03-07,"KY","Deaths","Kentucky",4819,3981,371,23,4,2,118,NA,NA,0.0010223413079774,0.00107268324938148,0.0010236826638927,0.000309031789965872,0.0003124755878447,0.00054333061668025,0.000481947394216631,NA,NA,4713690,3711254,362417,74426,12801,3681,244840,NA,NA
2021-03-07,"LA","Cases","Louisiana",433785,218332,136460,16684,1527,492,NA,34552,NA,0.08710006975475,0.0821522155647165,0.0932089181659031,0.193016960133275,0.0482357772372619,0.2574568288854,NA,0.242132040168466,NA,4980306,2657652,1464023,86438,31657,1911,NA,142699,NA
2021-03-07,"LA","Deaths","Louisiana",9748,5798,3723,75,15,13,NA,39,NA,0.00195730945046349,0.0021816249832559,0.00254299283549507,0.000867673939702446,0.00047382885301829,0.00680272108843537,NA,0.000273302545918332,NA,4980306,2657652,1464023,86438,31657,1911,NA,142699,NA
2021-03-07,"MA","Cases","Massachusetts",591356,219467,35342,16039,504,156,NA,47605,125873,0.0746887757176984,0.0448254373894642,0.0715383105040392,0.0315769371611272,0.0209842618036473,0.0677966101694915,NA,0.0958365795571446,0.141799174256634,7917602,4896037,494029,507934,24018,2301,NA,496731,887685
2021-03-07,"MA","Deaths","Massachusetts",16417,12022,1069,414,11,5,NA,1373,1289,0.00207348133942575,0.00245545529986804,0.0021638405842572,0.000815066524390964,0.000457989840952619,0.00217296827466319,NA,0.00276407149946349,0.00145209167666458,7917602,4896037,494029,507934,24018,2301,NA,496731,887685
2021-03-07,"MA","Hosp","Massachusetts",19713,10414,1900,709,10,7,NA,1957,3041,0.00248976899823962,0.00212702640931839,0.00384592807304834,0.00139585064201255,0.000416354400866017,0.00304215558452847,NA,0.00393975813871089,0.00342576477016059,7917602,4896037,494029,507934,24018,2301,NA,496731,887685
2021-03-07,"MD","Cases","Maryland",387319,134697,112033,8867,NA,NA,NA,18321,62261,0.056076551089197,0.0447814635852433,0.0615406334181465,0.0210645596563913,NA,NA,NA,0.0445830423345444,0.0853188442538147,6906969,3007874,1820472,420944,NA,NA,NA,410941,729745
2021-03-07,"MD","Deaths","Maryland",7955,4078,2736,277,NA,NA,NA,80,727,0.00115173529807358,0.00135577487620825,0.00150290693842037,0.000658044775552092,NA,NA,NA,0.000194675148013948,0.000996238412048044,6906969,3007874,1820472,420944,NA,NA,NA,410941,729745
2021-03-07,"ME","Cases","Maine",45794,36271,2252,502,139,26,178,907,NA,0.0329698020400758,0.0293207743316511,0.0874495184840012,0.0298845100607215,0.0176284083703234,0.0586907449209932,0.00275073404419719,0.0932168550873587,NA,1388968,1237041,25752,16798,7885,443,64710,9730,NA
2021-03-07,"ME","Deaths","Maine",706,602,10,3,5,0,1,6,NA,0.000508291047741921,0.000486645147573928,0.000388319353836595,0.000178592689605905,0.000634115409004439,0,1.54535620460516e-05,0.000616649537512847,NA,1388968,1237041,25752,16798,7885,443,64710,9730,NA
2021-03-07,"ME","Hosp","Maine",1570,1359,63,22,7,0,3,30,NA,0.00113033561608331,0.00109858929493849,0.00244641192917055,0.00130967972377664,0.000887761572606214,0,4.63606861381548e-05,0.00308324768756423,NA,1388968,1237041,25752,16798,7885,443,64710,9730,NA
2021-03-07,"MI","Cases","Michigan",656072,378135,74321,10362,3596,NA,25954,35465,NA,0.0616507449477544,0.050790640773225,0.0539896366281921,0.0309961112772958,0.0586996621015001,NA,0.0408521756923731,0.159859545370541,NA,10641753,7444974,1376579,334300,61261,NA,635315,221851,NA
2021-03-07,"MI","Deaths","Michigan",16658,11205,3634,179,79,NA,270,425,NA,0.00156534360457342,0.00150504219356575,0.00263987755152447,0.000535447203110978,0.00128956432314197,NA,0.000424986030551774,0.00191570017714592,NA,10641753,7444974,1376579,334300,61261,NA,635315,221851,NA
2021-03-07,"MN","Cases","Minnesota",490011,327714,39044,21470,4634,556,8424,6470,43792,0.0809649951570801,0.0740907037660525,0.0979936451206473,0.071760419800127,0.0675106714645766,0.190541466758053,0.0243664689156863,0.0384103915841467,0.126698298808008,6052134,4423146,398434,299190,68641,2918,345721,168444,345640
2021-03-07,"MN","Deaths","Minnesota",6550,5440,319,259,90,6,101,23,203,0.00108226288446356,0.00122989383574497,0.000800634484004879,0.000865670644072329,0.00131116970906601,0.00205620287868403,0.000292143086477246,0.000136543895894184,0.000587316282837635,6052134,4423146,398434,299190,68641,2918,345721,168444,345640
2021-03-07,"MN","Hosp","Minnesota",25978,16798,3007,1470,457,31,665,237,2202,0.0042923702614648,0.00379774938471396,0.00754704668778267,0.00491326581770781,0.00665782841159074,0.0106237148732008,0.0019235163614591,0.00140699579682268,0.00637079041777572,6052134,4423146,398434,299190,68641,2918,345721,168444,345640
2021-03-07,"MO","Cases","Missouri",480643,252254,42276,4317,942,22,108,63952,NA,0.0744262022449431,0.0532143825278171,0.0604080932784637,0.0323668998403023,0.030867029294187,0.00226104830421377,0.00026139298256654,0.499851495208766,NA,6457981,4740335,699840,133377,30518,9730,413171,127942,NA
2021-03-07,"MO","Deaths","Missouri",8161,5162,1069,67,12,1,0,1295,NA,0.0012637076510445,0.00108895257402694,0.00152749199817101,0.00050233548512862,0.00039321056425716,0.000102774922918808,0,0.0101217739288115,NA,6457981,4740335,699840,133377,30518,9730,413171,127942,NA
2021-03-07,"MO","Tests","Missouri",4565866,1781880,355094,44514,6838,40,192,1602892,NA,0.707011370891305,0.375897484038575,0.507393118427069,0.333745698283812,0.224064486532538,0.00411099691675231,0.000464698635673849,12.5282706226259,NA,6457981,4740335,699840,133377,30518,9730,413171,127942,NA
2021-03-07,"MS","Cases","Mississippi",297581,140893,97848,1415,2215,NA,NA,10036,6525,0.0970425883067303,0.0849319395524606,0.0902256471067727,0.0432602647589349,0.134650455927052,NA,NA,0.176503693281745,0.0620129252993727,3066499,1658893,1084481,32709,16450,NA,NA,56860,105220
2021-03-07,"MS","Deaths","Mississippi",6808,3670,2671,18,114,NA,NA,103,60,0.00222012138272342,0.00221231869686592,0.00246292927215876,0.000550307254883977,0.00693009118541033,NA,NA,0.0018114667604643,0.000570233795856301,3066499,1658893,1084481,32709,16450,NA,NA,56860,105220
2021-03-07,"MT","Cases","Montana",100914,63627,460,342,8156,114,NA,6782,NA,0.0893499695419966,0.069422077326944,0.0838803792851933,0.0412048192771084,0.12062947405786,0.121147715196599,NA,0.481368443466534,NA,1129424,916524,5484,8300,67612,941,NA,14089,NA
2021-03-07,"MT","Deaths","Montana",1381,856,1,1,205,1,NA,121,NA,0.00122274717023899,0.000933963540507395,0.000182348650619985,0.000120481927710843,0.00303200615275395,0.00106269925611052,NA,0.00858826034494996,NA,1129424,916524,5484,8300,67612,941,NA,14089,NA
2021-03-07,"MT","Hosp","Montana",4630,2233,23,NA,453,NA,NA,NA,NA,0.00409943475612348,0.00243637918919745,0.00419401896425966,NA,0.00669999408389043,NA,NA,NA,NA,1129424,916524,5484,NA,67612,NA,NA,NA,NA
2021-03-07,"NC","Cases","North Carolina",872176,442322,146993,13620,11199,NA,NA,98470,NA,0.075460910830124,0.0681705779446244,0.0686813533394044,0.0397025515156639,0.086124953857512,NA,NA,0.159493998930984,NA,11557984,6488459,2140217,343051,130032,NA,NA,617390,NA
2021-03-07,"NC","Deaths","North Carolina",11502,7160,2662,120,126,NA,NA,716,NA,0.000995156248702196,0.00110349776426113,0.00124379911009024,0.000349802215997038,0.000968992248062015,NA,NA,0.00115972075997344,NA,11557984,6488459,2140217,343051,130032,NA,NA,617390,NA
2021-03-07,"ND","Cases","North Dakota",100391,55720,2881,1317,4376,NA,1377,28,NA,0.123557241423448,0.0862621489988203,0.107568233581003,0.0996745629304473,0.112453101711466,NA,0.0328326180257511,0.002460024600246,NA,812506,645938,26783,13213,38914,NA,41940,11382,NA
2021-03-07,"ND","Deaths","North Dakota",1478,NA,NA,NA,NA,NA,NA,NA,NA,0.00181906348999269,NA,NA,NA,NA,NA,NA,NA,NA,812506,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-07,"NE","Cases","Nebraska",201608,104512,5117,2809,1257,224,NA,3861,NA,0.0917977669804332,0.0679508885265258,0.0530066815144766,0.0530490453438084,0.0544108735174444,0.146023468057366,NA,0.036713037359628,NA,2196219,1538052,96535,52951,23102,1534,NA,105167,NA
2021-03-07,"NE","Deaths","Nebraska",2091,1360,58,30,26,1,NA,26,NA,0.000952090843399497,0.000884235383459077,0.000600818356036671,0.000566561538025722,0.00112544368452948,0.000651890482398957,NA,0.000247225840805576,NA,2196219,1538052,96535,52951,23102,1534,NA,105167,NA
2021-03-07,"NE","Hosp","Nebraska",6147,4318,304,133,93,12,NA,174,NA,0.00279890120247571,0.00280744734248257,0.003149116900606,0.00251175615191403,0.00402562548697083,0.00782268578878748,NA,0.00165451139616039,NA,2196219,1538052,96535,52951,23102,1534,NA,105167,NA
